STATION NAME,AGENCY,NO. OF PLUGS,TYPE OF CHARGER,ADDRESS,CITY,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
NYC FLEET / DPR_ALOERTER4#5,DPR,2,Level 2 Charger,131-40 Fowler Ave,Flushing,11355,Queens,40.751616,-73.834155,407,20,38302,4540092,4020180001,QN8191
NYC FLEET / DPR_ANCHPL-S1,DPR,1,EV Solar Arc Charger,82 Old Fulton St.,Brooklyn,11201,Brooklyn,40.70138,-73.991723,302,33,1,,,BK0201
NYC FLEET / DPR_ARSENAL17,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPR_ARSENAL18,DPR,1,Level 2 Charger,East Dr,New York,10024,Manhattan,,,,,,,,
NYC FLEET / DPR_BAISLEY-S1,DPR,1,EV Solar Arc Charger,118- 9 155th St,Queens,11434,Queens,40.681158,-73.787784,412,28,28803,4265591,4122290001,QN1203
NYC FLEET / DPR_BAY8TH#1,DPR,2,Level 2 Charger,Independence Ave,Brooklyn,11228,Brooklyn,,,,,,,,
NYC FLEET / DPR_BAY8TH#2,DPR,2,Level 2 Charger,330 Bay 8th St,Brooklyn,11228,Brooklyn,40.605116,-74.017319,310,50,154,3402737,3064180001,BK1091
NYC FLEET / DPR_BKSHOPS#1,DPR,2,Level 2 Charger,48 West Drive,Brooklyn,11215,Brooklyn,40.664987,-73.973384,355,39,177,3411717,3011170001,BK5591
NYC FLEET / DPR_BKSHOPS#2,DPR,2,Level 2 Charger,46 West Dr,Brooklyn,11215,Brooklyn,40.665253,-73.973164,355,39,177,3347254,3011170001,BK5591
NYC FLEET / DPR_BKSHOPS#3,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BOROCREWS#1,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BOROCREWS#2,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BOROCREWS#3,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BOROCREWS#4,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BOROCREWS#5,DPR,2,Level 2 Charger,50 West Dr,Brooklyn,11215,Brooklyn,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
NYC FLEET / DPR_BXRVRH-S1,DPR,1,EV Solar Arc Charger,1490 Sheridan Blvd.,Bronx,10459,Bronx,40.833338,-73.883614,209,17,157,2128943,2030190100,BX0303
NYC FLEET / DPR_CANARSIE#1,DPR,2,Level 2 Charger,E 88th St,Brooklyn,11236,Brooklyn,,,,,,,,
NYC FLEET / DPR_CENTRALCOM1,DPR,2,Level 2 Charger,313 Broome St,New York,10002,Manhattan,40.718875,-73.992735,103,1,18,1086508,1004180001,MN0302
NYC FLEET / DPR_CHELSEAPARK,DPR,2,Level 2 Charger,437-401-437-407 W 27Th St,New York,10001,Manhattan,,,,,,,,
NYC FLEET / DPR_CIG-S2,DPR,1,EV Solar Arc Charger,1521-1529 E 102Nd St,Brooklyn,11236,Brooklyn,40.635668,-73.885339,318,46,103402,,,BK1893
NYC FLEET / DPR_CNRSIEPK-S1,DPR,1,EV Solar Arc Charger,1501 E 102nd St,Brooklyn,11236,Brooklyn,40.636143,-73.885842,318,46,103402,,,BK1893
NYC FLEET / DPR_COFFEYPK-1,DPR,2,Level 2 Charger,58 Dwight St,Brooklyn,11231,Brooklyn,40.67671,-74.008238,306,38,85,3008423,3005320001,BK0601
NYC FLEET / DPR_CPTENNIS#1,DPR,2,Level 2 Charger,Central Park Gothic BridgeWest Dr,New York,10128,Manhattan,40.78237,-73.965238,164,6,143,1000000,1011110001,MN6491
NYC FLEET / DPR_CROTONAPL#1,DPR,2,Level 2 Charger,1700 Fulton Ave,Bronx,10457,Bronx,40.841369,-73.897872,203,15,163,2114529,2029410001,BX0391
NYC FLEET / DPR_CWSSHOPS#1,DPR,2,Level 2 Charger,850 E 138th St,Bronx,10454,Bronx,40.803141,-73.909049,201,8,1903,2086438,2025890031,BX0101
NYC FLEET / DPR_CWSSHOPS#10,DPR,2,Level 2 Charger,850 E 138th St,The Bronx,10454,Bronx,40.803141,-73.909049,201,8,1903,2086438,2025890031,BX0101
NYC FLEET / DPR_CWSSHOPS#2,DPR,2,Level 2 Charger,860 E 138th St,Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#3,DPR,2,Level 2 Charger,860 E 138th St,Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#4,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#5,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#6,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#7,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#8,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSSHOPS#9,DPR,2,Level 2 Charger,860 E 138th St,The Bronx,10454,Bronx,40.803059,-73.908904,201,8,1903,,,BX0101
NYC FLEET / DPR_CWSTURF#2,DPR,2,Level 2 Charger,20 Randalls Island Park,New York,10035,Manhattan,40.796655,-73.923829,111,8,240,1000000,1018190203,MN1191
NYC FLEET / DPR_DRYHARBOR#1,DPR,2,Level 2 Charger,80-11 Myrtle Avenue,Glendale,11385,Queens,40.702998,-73.868023,405,32,635,4093558,4038310006,QN0503
NYC FLEET / DPR_DRYHARBOR#2,DPR,2,Level 2 Charger,80-11 Myrtle Avenue,Glendale,11385,Queens,40.702998,-73.868023,405,32,635,4093558,4038310006,QN0503
NYC FLEET / DPR_FRSTRYRES#2,DPR,2,Level 2 Charger,1010 Queens Plaza South,Queens,11101,Queens,40.753521,-73.947412,402,26,1903,4436827,4004600016,QN0201
NYC FLEET / DPR_FTTOTTEN422,DPR,2,Level 2 Charger,421 Sylvester Ln,Fort Totten,11359,Queens,40.793297,-73.777047,407,19,999,4539829,4059170001,QN0761
NYC FLEET / DPR_GLDITRPK-S1,DPR,1,EV Solar Arc Charger,40 W 143rd St,New York,10037,Manhattan,40.818365,-73.935359,110,9,214,1053944,1017400017,MN1002
NYC FLEET / DPR_GRACIEMAN,DPR,2,Level 2 Charger,181 East End Ave,New York,10028,Manhattan,40.776309,-73.943758,108,5,14402,1085796,1015920001,MN0803
NYC FLEET / DPR_ICAHN_1_L3,DPR,1,Level 3 Fast Charger,10 Central Rd,New York,10035,Manhattan,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
NYC FLEET / DPR_ICAHN_2_L3,DPR,1,Level 3 Fast Charger,10 Central Rd,New York,10035,Manhattan,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
NYC FLEET / DPR_ICAHN_3_L3,DPR,1,Level 3 Fast Charger,10 Central Rd,New York,10035,Manhattan,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
NYC FLEET / DPR_ICAHN1,DPR,2,Level 2 Charger,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_ICAHN2,DPR,2,Level 2 Charger,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_ICAHN3,DPR,2,Level 2 Charger,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_ICAHN4,DPR,2,Level 2 Charger,Hell Gate Cir,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_KAISERPARK1,DPR,2,Level 2 Charger,2529 Neptune Ave,Brooklyn,11224,Brooklyn,40.578084,-73.992966,313,47,330,3188219,3069650100,BK1302
NYC FLEET / DPR_LRP#1#2,DPR,2,Level 2 Charger,42-12 Queens Plaza S,Long Island City,11101,Queens,,,,,,,,
NYC FLEET / DPR_MARCSGARV#1,DPR,2,Level 2 Charger,3 W 124th St,New York,10027,Manhattan,40.805856,-73.943,110,9,200,1053461,1017220033,MN1001
NYC FLEET / DPR_MIDLAND-S4,DPR,1,EV Solar Arc Charger,3 Iroquois St.,Midland Beach,10305,Staten Island,40.574514,-74.085629,502,50,11201,5000000,5038590021,SI0202
NYC FLEET / DPR_MILLPOND-S1,DPR,1,EV Solar Arc Charger,5968 Maj Wm Deegan Blvd,The Bronx,10451,Bronx,40.82064,-73.931104,204,8,6301,,,BX0401
NYC FLEET / DPR_MNBEACH-1,DPR,2,Level 2 Charger,760 Oriental Blvd,Brooklyn,11235,Brooklyn,40.577846,-73.944047,315,48,616,3347138,3087600485,BK1503
NYC FLEET / DPR_MSPTHPK-1,DPR,2,Level 2 Charger,54-54 43rd St,Queens,11378,Queens,40.73087,-73.925175,402,26,205,4058801,4025170032,QN0202
NYC FLEET / DPR_OKRDGE_1_L3,DPR,1,Level 3 Fast Charger,1 Forest Park Dr,Queens,11421,Queens,40.696323,-73.866356,482,32,64102,4558619,4038660070,QN8291
NYC FLEET / DPR_OKRDGE_2_L3,DPR,1,Level 3 Fast Charger,1 Forest Park Dr,Queens,11421,Queens,40.696323,-73.866356,482,32,64102,4558619,4038660070,QN8291
NYC FLEET / DPR_OLMSTED-S1,DPR,1,EV Solar Arc Charger,12 Olmsted Dr,Queens,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPR_ORCH-BCH-S1,DPR,1,EV Solar Arc Charger,Park Dr,Bronx,10464,Bronx,,,,,,,,
NYC FLEET / DPR_OVERLOOK_1,DPR,2,Level 2 Charger,80-30 Park Ln,Kew Gardens,11415,Queens,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
NYC FLEET / DPR_OVERLOOK-S1,DPR,1,EV Solar Arc Charger,80-30 Park Ln,Queens,11415,Queens,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
NYC FLEET / DPR_OVERLOOK-S2,DPR,1,EV Solar Arc Charger,80-30 Park Ln,Queens,11415,Queens,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
NYC FLEET / DPR_QBLIC#9&10,DPR,2,Level 2 Charger,1001 Queens Plaza S,LIC,11101,Queens,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
NYC FLEET / DPR_QBLIC_5&6,DPR,2,Level 2 Charger,1001 Queens Plaza S,LIC,11101,Queens,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
NYC FLEET / DPR_QBLIC_7&8,DPR,2,Level 2 Charger,1001 Queens Plaza S,LIC,11101,Queens,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
NYC FLEET / DPR_QBSTWTRAIL1,DPR,2,Level 2 Charger,1001 Queens Plaza S,LIC,11101,Queens,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
NYC FLEET / DPR_RANAQ1,DPR,2,Level 2 Charger,1954-1962 Birchall Ave,New York,10462,Bronx,40.848615,-73.868576,211,13,220,2119362,2040110120,BX0601
NYC FLEET / DPR_RANAQ2,DPR,2,Level 2 Charger,1954-1962 Birchall Ave,Bronx,10462,Bronx,40.848615,-73.868576,211,13,220,2119362,2040110120,BX0601
NYC FLEET / DPR_RANAQU_1_L3,DPR,1,Level 3 Fast Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPR_RANDALLS-S1,DPR,1,EV Solar Arc Charger,4 Central Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_RANDALLS-S2,DPR,1,EV Solar Arc Charger,4 Central Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPR_RICWTURF#1,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RICWTURF#2,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIHORT#1,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIHORT#2,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIHORT#3,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIOPS#1,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIOPS#2,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_RIOPS#3,DPR,1,Level 2 Charger,111 Sunken Garden Loop,New York,10035,Manhattan,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
NYC FLEET / DPR_ROYWILKINS1,DPR,2,Level 2 Charger,177-01 Baisley Blvd,Jamaica,11434,Queens,40.686284,-73.768455,412,27,426,4268835,4124060180,QN1205
NYC FLEET / DPR_ROYWILKINS2,DPR,2,Level 2 Charger,177-01 Baisley Blvd,Jamaica,11434,Queens,40.686284,-73.768455,412,27,426,4268835,4124060180,QN1205
NYC FLEET / DPR_RUFUSKING#1,DPR,1,Level 2 Charger,150-03 Jamaica Ave,Jamaica,11432,Queens,40.702376,-73.803607,412,27,240,4438667,4096820001,QN1201
NYC FLEET / DPR_SHELTARMS#1,DPR,2,Level 2 Charger,500 W 129th St,New York,10027,Manhattan,40.815204,-73.955246,109,7,219,1076683,1019830006,MN0902
NYC FLEET / DPR_SISHOPS1&2,DPR,2,Level 2 Charger,21 Slosson Ave,Castleton Corners,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPR_SISHOPS3&4,DPR,2,Level 2 Charger,25 Slosson Ave,Staten Island,10314,Staten Island,40.620778,-74.119351,501,49,147,,,SI0105
NYC FLEET / DPR_SROOSEVELT1,DPR,2,Level 2 Charger,Hester St,New York,10002,Manhattan,,,,,,,,
NYC FLEET / DPR_SROOSEVELT2,DPR,2,Level 2 Charger,Hester St,New York,10002,Manhattan,,,,,,,,
NYC FLEET / DPR_STARLTPK#1,DPR,2,Level 2 Charger,1490 Sheridan Blvd,The Bronx,10459,Bronx,40.833338,-73.883614,209,17,157,2128943,2030190100,BX0303
NYC FLEET / DPR_SUNSETPARK1,DPR,1,Level 2 Charger,4119 7th Ave,Brooklyn,11232,Brooklyn,40.647324,-74.000818,307,38,9201,3018162,3009220002,BK0703
NYC FLEET / DPR_VC-GAR-S2,DPR,1,EV Solar Arc Charger,5788 Broadway,North Riverdale,10471,Bronx,40.884065,-73.901217,208,11,283,2016176,2032700009,BX0802
NYC FLEET / DPR_VCP-S1,DPR,1,EV Solar Arc Charger,189 Van Cortlandt Ave W,Bronx,10471,Bronx,,,,,,,,
NYC FLEET / DPR_VCP-S2,DPR,1,EV Solar Arc Charger,Van Cortlandt Park,Bronx,10467,Bronx,40.895835,-73.892345,226,11,43503,2000000,2059000001,BX2691
NYC FLEET / DPR_VCP-S3,DPR,1,EV Solar Arc Charger,6477 US-9,The Bronx,10471,Bronx,,,,,,,,
NYC FLEET / DPR_VCP-S4,DPR,1,EV Solar Arc Charger,David Sheridan Plaza,The Bronx,10471,Bronx,40.904759,-73.896715,208,11,345,,,BX0803
NYC FLEET / DPR_VCP-S5,DPR,1,EV Solar Arc Charger,David Sheridan Plaza,The Bronx,10471,Bronx,40.904759,-73.896715,208,11,345,,,BX0803
NYC FLEET / DPR_WHRLMPIER,DPR,2,Level 2 Charger,698 West 135Th Street,New York,10031,Manhattan,40.821351,-73.958067,109,7,22302,1076688,1020050027,MN0902
NYC FLEET / DPR_WPP-S1,DPR,1,EV Solar Arc Charger,161 Chester Ave,Staten Island,10312,Staten Island,40.52066,-74.184425,503,51,198,,,SI0304
NYC FLEET / DPR5BOROBB_1_L3,DPR,1,Level 3 Fast Charger,20 Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1085922,1018190203,MN1191
NYC FLEET / DPR5BOROBB_2_L3,DPR,1,Level 3 Fast Charger,20 Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1085922,1018190203,MN1191
NYC FLEET / DPR5BOROBB1A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR5BOROBB2A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR5BOROBB3A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR5BOROBB4A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR5BOROBB5A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR5BOROBB6A-B,DPR,2,Level 2 Charger,20R Bronx Shore Rd,New York,10035,Manhattan,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
NYC FLEET / DPR86MNSHPS#1#2,DPR,2,Level 2 Charger,50 85Th St Transverse,New York,10128,Manhattan,40.781339,-73.962508,164,6,143,,,MN6491
NYC FLEET / DPRABRYAN-S1,DPR,1,EV Solar Arc Charger,3278 Middletown Rd,Bronx,10465,Bronx,40.848118,-73.821238,210,13,27401,2075923,2054130059,BX1003
NYC FLEET / DPRABRYAN-S2,DPR,1,EV Solar Arc Charger,3278 Middletown Rd,East Bronx,10465,Bronx,40.848118,-73.821238,210,13,27401,2075923,2054130059,BX1003
NYC FLEET / DPRALLIED#4,DPR,2,Level 2 Charger,15 East Rd,Corona,11368,Queens,40.754021,-73.838509,481,21,38302,4541447,4020180001,QN8191
NYC FLEET / DPRARSENAL#1,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#10,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#11,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#12,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#13,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#14,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#15,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#16,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#17,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#2,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#3,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#4,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#5,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#6,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#7,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#8,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL#9,DPR,1,Level 2 Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRARSENAL_1_L3,DPR,1,Level 3 Fast Charger,East Dr,New York,10019,Manhattan,,,,,,,,
NYC FLEET / DPRBKFORST#1A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRBKFORST#2A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRBKFORST#3A-B,DPR,2,Level 2 Charger,15 East Rd,Flushing,11355,Queens,40.754021,-73.838509,481,21,38302,4541447,4020180001,QN8191
NYC FLEET / DPRBLUHERON1A-B,DPR,2,Level 2 Charger,222 Poillon Ave,Annadale,10312,Staten Island,40.530065,-74.176447,503,51,176,5133519,5064610002,SI0304
NYC FLEET / DPRBROOKFLD1A-B,DPR,2,Level 2 Charger,575 Arthur Kill Rd,Staten Island,10308,Staten Island,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
NYC FLEET / DPRBROOKFLD2A-B,DPR,2,Level 2 Charger,575 Arthur Kill Rd,Staten Island,10308,Staten Island,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
NYC FLEET / DPRBROOKFLD3A-B,DPR,2,Level 2 Charger,575 Arthur Kill Rd,Staten Island,10308,Staten Island,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
NYC FLEET / DPRBROOKFLD4A-B,DPR,2,Level 2 Charger,575 Arthur Kill Rd,Staten Island,10308,Staten Island,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
NYC FLEET / DPRBROOKLYNBPC,DPR,2,Level 2 Charger,334 Furman St,Brooklyn Heights,11201,Brooklyn,40.693999,-73.999196,302,33,301,3423338,3002450015,BK0201
NYC FLEET / DPRBUSHWINL#1#2,DPR,2,Level 2 Charger,110 Kent Ave,Brooklyn,11249,Brooklyn,40.720795,-73.961226,301,33,557,3061864,3023160049,BK0102
NYC FLEET / DPRBUSHWINL#3#4,DPR,2,Level 2 Charger,2-42 N 10Th St,Williamsburg,11249,Brooklyn,40.717655,-73.953014,301,33,519,3398096,3023070001,BK0102
NYC FLEET / DPRBXFORST#1A-B,DPR,2,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRBXFORST#2A-B,DPR,2,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRBXFORST#3A-B,DPR,2,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRBXFORST#4A-B,DPR,2,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRBXFORST#5A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,East Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXFORST#6A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,East Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXFORST#7A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,East Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXFORST#8A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXFORST#9A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXFRST#10A-B,DPR,2,Level 2 Charger,1831 Unionport Rd,Bronx,10462,Bronx,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
NYC FLEET / DPRBXPEPNORTH-1,DPR,2,Level 2 Charger,Westchester Av/Burr Av,Pelham Bay,10461,Bronx,,,,,,,,
NYC FLEET / DPRBXPEPNORTH-2,DPR,2,Level 2 Charger,Westchester Av/Burr Av,Pelham Bay,10461,Bronx,,,,,,,,
NYC FLEET / DPRCALVAUX-S1,DPR,1,EV Solar Arc Charger,1990 Shore Pkwy,Gravesend,11214,Brooklyn,40.587383,-73.992191,313,47,31402,,,BK1391
NYC FLEET / DPRCALVAUX-S2,DPR,1,EV Solar Arc Charger,1990 Shore Pkwy,Gravesend,11214,Brooklyn,40.587383,-73.992191,313,47,31402,,,BK1391
NYC FLEET / DPRCALVAUX-S3,DPR,1,EV Solar Arc Charger,1990 Shore Pkwy,Gravesend,11214,Brooklyn,40.587383,-73.992191,313,47,31402,,,BK1391
NYC FLEET / DPRCITYWIDE#1,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#10,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#11,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#12,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#13,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#14,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#15,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#16,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#17,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#18,DPR,2,Level 2 Charger,37-49 Bronx Shore Rd,New York,10035,Manhattan,40.800068,-73.925671,111,8,240,1088067,1018190203,MN1191
